-4616.45391016239,-4616.85516703545,-4614.889242895956,-4616.669863433924,-4616.178509021568,-4614.519074865243,-4616.582185929626,-4618.706929867977,-4615.463335460654,-4614.954198095311,-4617.883649432727,-4617.403972233859,-4617.5527102550595,-4613.510810561442,-4617.682995173369,-4617.527231436726,-4616.649201640892,-4616.7602670774095,-4617.625919357354,-4617.559087571441,6.0e-323,2.64963216e-316,2.6048283e-316,2.6504213e-316,2.65081654e-316,2.6054378e-316,2.60431567e-316,5.0e-324,2.121995791e-314,0.0,1.0e-323,8.4e-323,2.65397915e-316,9.464101300827e-312,2.65476906e-316,2.2704174e-316,0.0,2.2680882e-316,2.6038963e-316,0.0,2.59879874e-316,2.121995781e-314,3.18299368684e-313,8.4e-323,2.65871704e-316,2.65911467e-316,2.5903269e-316,2.6599028e-316,1.0e-323,8.698372568090915e-67,2.66110397e-316,1.8e-322,2.3285559e-316,2.5661568e-316,1.3838643162780238e-71,8.4e-323,2.18882622e-316,3.839447023354114e151,2.2564e-320,1.9974570521495925e58,2.5126898876642142e-132,0.0,4.031793319e-313,2.66622427e-316,2.666628e-316,2.66702327e-316,2.66741003e-316,2.6678106e-316,2.66820587e-316,1.29441758765e-312,2.60172044e-316,0.0,2.1872871e-316,8.487987583e-314,0.0,2.63021815e-316,8.487993053e-314,0.0,1.59849643e-316,NaN,NaN,NaN,NaN,2.00700216e-316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.487984919e-314,0.0,2.63360467e-316,8.4879902705e-314
-4611.678464449582,-4610.758486886078,-4610.437072705456,-4606.464483911167,-4608.589523478304,-4607.694113055799,-4607.718741175941,-4613.30155776555,-4608.165255792905,-4605.273995298357,-4608.118766843075,-4614.217967391441,-4609.813568074699,-4591.3297521795,-4613.644612334337,-4608.338251303962,-4606.060429861507,-4612.767519528025,-4613.92257336851,-4610.901560774477,2.18900725e-316,1.5299250133533064e-308,2.6048362e-316,2.6504282e-316,2.65082345e-316,1.0e-323,0.0,0.0,1.27825e-319,0.0,0.0,2.65357915e-316,6.7903865312e-313,6.1537877943e-313,2.654776e-316,2.2704253e-316,2.65556055e-316,2.2680961e-316,2.6039042e-316,1.56876e-318,2.59880664e-316,1.44183533e-316,2.1219957786e-314,6.3659873734e-314,2.6587186e-316,2.06401754e-316,2.59935644e-316,2.6599044e-316,0.0,2.121995819e-314,2.6611024e-316,0.0,1.7777407e-316,1.7777407e-316,2.1219634356e-314,2.6630652e-316,2.60516704e-316,3.8952317619506465e-57,2.63912516e-316,-1.143488754918732e-229,3.616549792456552e-132,2.6107338e-316,6.1537877941e-313,6.95524438408897e-309,1.5299250133533064e-308,2.6423791847710624e-308,1.5299271353490974e-308,2.6678134e-316,2.1219952747e-314,6.15378779405e-313,2.66899914e-316,2.17704296e-316,8.4879857844e-314,0.0,2.636092e-316,8.4879911993e-314,0.0,2.19087087e-316,8.487996227e-314,0.0,0.0,0.0,0.0,1.24e-322,0.0,4.0e-323,4.0e-323,6.0e-323,0.0,2.0e-323,5.0e-324,0.0,0.0,5.0e-324,0.0,0.0,0.0,2.2795197e-316,8.487988496e-314,0.0
-4605.089561676603,-4601.006266578344,-4607.191061762071,-4590.861733694809,-4598.585337249329,-4595.426988025514,-4597.398766680014,-4604.521188234852,-4594.049839132571,-4596.201408468507,-4598.919003263944,-4604.166115793343,-4602.432230019304,-4583.035422882962,-4603.301335524339,-4593.494211264648,-4590.411913534268,-4601.489167961674,-4607.057023338699,-4597.835787084416,2.6492292e-316,6.4e-323,2.6049145e-316,2.86469436753e-312,7.85138495493e-313,0.0,0.0,NaN,0.0,8.4e-323,2.64213343e-316,2.65358073e-316,2.606934e-316,2.6543839e-316,2.54639571427e-313,2.61174563e-316,2.64656105e-316,2.64568794e-316,2.65252264e-316,2.64880885e-316,2.66010477e-316,2.66369604e-316,2.13331933e-316,3.839447023354114e151,1.0e-323,2.65514243e-316,1.0e-323,1.0e-323,2.65508507e-316,2.66069647e-316,4.0317930271e-313,2.66148203e-316,2.3285638e-316,2.5661568e-316,2.66267273e-316,2.6630668e-316,0.0,1.59305386e-316,5.0e-324,7.35156593600443e214,9.147973739216267e-133,2.66544305e-316,0.0,1.54e-321,5.0e-324,2.60834487e-316,9.1e-322,2.49483e-319,2.6682098e-316,2.668613e-316,2.60172835e-316,8.4879839465e-314,0.0,2.3937437e-316,8.487989306e-314,0.0,2.18541915e-316,8.487994563e-314,0.0,NaN,NaN,NaN,NaN,NaN,NaN,1.29606186e-316,NaN,NaN,NaN,NaN,1.194463e-316,NaN,NaN,NaN,NaN,NaN,2.2676115e-316,8.487986713e-314,0.0,2.6385489e-316
-4592.898442093718,-4584.446931524825,-4594.052382806621,-4566.033929618503,-4585.256314426222,-4584.104166141997,-4577.360881498089,-4597.403611920657,-4581.05319612039,-4586.660840927918,-4572.458567472175,-4592.603140628612,-4590.482077514678,-4553.055131094038,-4589.832311073738,-4571.739534634091,-4576.141951027147,-4588.593564954491,-4599.395442518492,-4585.700513463968,6.95524438408897e-309,1.7777407e-316,2.6049224e-316,6.15378779434e-313,6.153787794e-313,6.1537877938e-313,0.0,0.0,8.4e-323,2.65278944e-316,2.59787424e-316,1.529925013353307e-308,1.74014743e-316,2.65436413e-316,6.1537877942e-313,1.7777407e-316,1.7777407e-316,1.7777407e-316,1.7777407e-316,1.7777407e-316,1.7777407e-316,1.7777407e-316,6.5781869529e-313,1.9388859982188262e-76,0.0,2.121995791e-314,0.0,0.0,2.184867e-316,2.06401754e-316,6.1537877941e-313,1.5299271353490974e-308,1.7777407e-316,1.7777407e-316,2.06401754e-316,1.391031900851475e-309,0.0,2.6638589e-316,0.0,3.70056122400544e-310,2.121996518e-314,2.6423791847710624e-308,2.6658241e-316,2.121995791e-314,2.1219957425e-314,1.48539705397e-313,2.13625764e-316,2.0316e-320,1.5299250133533064e-308,2.66859084e-316,2.60172044e-316,0.0,2.18729225e-316,8.4879875867e-314,0.0,2.6302233e-316,8.487993057e-314,0.0,1.59850157e-316,0.0,4.0e-323,0.0,5.0e-324,0.0,2.0e-323,1.4e-322,0.0,3.5e-323,1.43e-322,8.4e-323,1.73e-322,1.5e-323,5.0e-324,6.4e-323,0.0,0.0,8.4879849227e-314,0.0,2.6336098e-316,8.4879902745e-314
-4584.619701678352,-4565.650871321856,-4571.18420746736,-4536.927291407795,-4573.375169795607,-4566.297840757652,-4552.304265337261,-4581.626243280769,-4572.5680106478,-4575.520069519433,-4548.3313621219895,-4585.87829742341,-4579.554098182601,-4544.201135965229,-4571.504824667257,-4553.731797617037,-4556.275757796224,-4572.513258911241,-4595.307135841846,-4568.264893596881,1.61e-321,2.6496276e-316,2.605003e-316,2.6504519e-316,2.65082503e-316,2.6054299e-316,2.19488703e-316,0.0,5.0e-324,2.652791e-316,0.0,0.0,2.6539815e-316,2.65437677e-316,0.0,2.6551665e-316,2.1772303e-316,2.655957e-316,2.65635225e-316,2.64984165e-316,2.65714275e-316,1.91462295e-316,2.121995777e-314,6.365987399e-314,2.65508507e-316,2.53673e-319,2.65508507e-316,2.60327853e-316,0.0,5.736e-321,0.0,1.0e-321,2.3285638e-316,2.5661833e-316,2.121866848e-314,0.0,8.4e-323,2.06401754e-316,2.63912516e-316,1.001454521721949e39,-7.721351967935633e-154,2.6067212e-316,2.6658391e-316,2.66623297e-316,2.66662347e-316,2.66702564e-316,2.6674296e-316,2.66781536e-316,7.0e-323,2.66860586e-316,2.6690011e-316,2.1770481e-316,8.487985796e-314,0.0,2.63609713e-316,8.4879912033e-314,0.0,2.190876e-316,8.487996231e-314,NaN,NaN,NaN,1.91065936e-316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,2.2795248e-316,8.4879885e-314,0.0
-4581.852031187761,-4552.949536630967,-4561.259471869157,-4518.098933635153,-4557.249083911277,-4544.971297515462,-4524.378989187341,-4563.334154660999,-4559.944966910067,-4564.312489640922,-4532.799329686061,-4577.661973518547,-4567.0882562726865,-4529.526866647754,-4551.809975982881,-4528.705319110491,-4528.147402564508,-4554.063111275133,-4578.857963963083,-4555.580038166552,4.243991582e-314,6.95524438408897e-309,2.6050109e-316,2.6504124e-316,2.65080764e-316,0.0,2.65160566e-316,0.0,3.839447023354114e151,1.0e-323,0.0,1.9945517e-316,3.198724041246336e-308,2.6423791847710624e-308,2.6547594e-316,4.243991583e-314,1.69759663317e-313,4.243991583e-314,4.243991583e-314,9.7611806407e-313,4.243991583e-314,1.0609978957e-313,2.65793365e-316,2.65832614e-316,2.5499874e-316,0.0,2.59934853e-316,2.588121e-316,0.0,0.0,2.66108184e-316,2.6614909e-316,1.7777407e-316,1.7777407e-316,0.0,2.1218662746e-314,2.66346205e-316,1.5931084e-316,0.0,6.80564735901994e38,3.910440368563e-312,0.0,2.6423791847710624e-308,2.66624225e-316,1.5299271353490974e-308,1.391031900851485e-309,2.667428e-316,1.5299250133533064e-308,1.5988676e-316,2.6423791847710624e-308,8.34440892864441e-309,8.4879839504e-314,0.0,2.39374884e-316,8.48798931e-314,0.0,2.1854243e-316,8.487994567e-314,0.0,0.0,1.5e-323,5.0e-324,7.0e-323,0.0,0.0,8.0e-323,0.0,0.0,2.0e-322,1.6e-322,0.0,6.0e-323,0.0,0.0,0.0,0.0,2.26761665e-316,8.487986717e-314,0.0,2.638554e-316
-4578.432319104012,-4548.490980531394,-4554.312736599467,-4496.3791238423855,-4537.584381387577,-4527.517179875152,-4499.622280332846,-4550.606455214827,-4533.763982877021,-4557.836003580703,-4505.422832888009,-4565.892798565022,-4553.8228917108945,-4517.529352438635,-4533.824239196544,-4514.096728133537,-4513.3270044808905,-4527.3592733505,-4574.6405823306,-4532.598848882515,2.6492379e-316,2.475e-321,2.6050892e-316,2.65042504e-316,2.6508203e-316,0.0,5.0e-324,0.0,1.7661626271169373e-76,0.0,8.4e-323,2.3284571e-316,2.6539815e-316,2.6068603e-316,2.6547728e-316,2.2704016e-316,0.0,2.26818423e-316,2.6249668e-316,1.48539705397e-313,2.5983952e-316,0.0,2.121995791e-314,2.06401754e-316,1.0e-323,8.4e-323,0.0,1.0e-323,8.4e-323,2.90036e-319,2.66109686e-316,2.66152373e-316,2.3285638e-316,2.56621886e-316,3.26874e-319,2.6044983e-316,2.66346363e-316,1.4853970537e-313,2.2505e-320,9.781741958506753e26,3.88122169435227e47,2.6654454e-316,2.19336056e-316,1.29441756761e-312,4.25e-322,2.56406157e-316,4.03179345173e-313,6.0e-323,2.6682029e-316,2.6066864e-316,2.66899874e-316,0.0,2.1872974e-316,8.4879875986e-314,0.0,2.63022843e-316,8.487993061e-314,0.0,1.5985067e-316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4879849346e-314,0.0,2.63361495e-316,8.4879902784e-314
-4575.365958328984,-4541.59647319487,-4539.044266471492,-4479.098332444814,-4518.742761824608,-4506.416768163965,-4479.570493666152,-4532.842230545302,-4513.453504339428,-4551.504263262336,-4471.040270320469,-4544.653038367098,-4542.859602867273,-4516.80196192746,-4516.548400679146,-4494.417789279519,-4492.5773509027595,-4495.8420350450815,-4569.430217430343,-4513.700292924659,2.6492472e-316,2.2791355e-316,2.6050971e-316,2.6423791847710624e-308,2.6423791847710624e-308,2.6423791847710673e-308,0.0,2.60518246e-316,2.77e-322,3.198724041246334e-308,2.65318627e-316,1.529927135349098e-308,8.487983164e-314,2.65437717e-316,2.6423791847710624e-308,2.2704095e-316,2.65556293e-316,2.2738051e-316,2.62497473e-316,2.1219957717e-314,2.5984031e-316,1.8765712e-316,0.0,5.736e-321,0.0,5.0e-324,0.0,0.0,2.6603008e-316,0.0,2.6423791847710624e-308,2.6615e-316,1.7777407e-316,1.7777407e-316,0.0,1.0e-323,1.529925013353307e-308,3.40154e-319,2.20006286e-316,-6.422076009886486e-264,9.4e-322,1.391031900851485e-309,2.6658395e-316,6.1537877943e-313,1.41534867e-316,2.121995778e-314,6.1537877941e-313,2.667813e-316,6.95524438408897e-309,2.121995791e-314,2.6690015e-316,2.17705323e-316,8.4879858e-314,0.0,2.63610227e-316,8.4879912072e-314,0.0,2.19088114e-316,8.487996235e-314,2.5e-323,0.0,2.08e-322,4.0e-323,0.0,0.0,0.0,0.0,4.4e-323,1.0e-323,5.4e-323,0.0,0.0,7.0e-323,0.0,0.0,0.0,0.0,2.27952996e-316,8.4879885037e-314,0.0
-4573.442543925005,-4525.3285854553715,-4529.4927875068315,-4467.68960669041,-4494.160819497996,-4495.330936146351,-4466.206858620589,-4514.36861591938,-4492.416623557474,-4539.9505732090975,-4449.04966656061,-4511.909710961016,-4530.31725338357,-4503.66604066551,-4498.800216294647,-4470.285271500764,-4465.4626080883145,-4469.285596627136,-4544.641785659124,-4499.575804202168,8.70018356997e-313,2.64971437e-316,2.6051631e-316,2.60726346e-316,2.6066864e-316,2.6512104e-316,NaN,2.6520021e-316,2.65239853e-316,2.61472465e-316,2.65318785e-316,0.0,2.6539831e-316,2.65437914e-316,2.1934475e-316,2.2704174e-316,2.121995791e-314,2.1967546e-316,2.6039042e-316,1.8765878e-316,2.59879874e-316,6.365987374e-314,2.65793484e-316,0.0,0.0,3.839447023354114e151,8.4e-323,2.65508507e-316,2.6603024e-316,8.4e-323,2.193491e-316,1.294417538283e-312,2.3285638e-316,2.56621886e-316,1.03485e-318,0.0,0.0,0.0,5.0e-324,-3.0903492273778515e-254,6.761490956983713e-286,2.55651857e-316,2.66584147e-316,2.66624383e-316,2.6666298e-316,2.5640695e-316,0.0,2.66780765e-316,4.97e-321,2.66860824e-316,2.6690027e-316,8.4879839623e-314,0.0,2.393754e-316,8.487989314e-314,0.0,2.1854294e-316,8.487994571e-314,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.306889e-316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2676218e-316,8.487986729e-314,0.0,2.63855916e-316
-4568.901085323271,-4521.137772539208,-4500.167978196455,-4454.580476091812,-4470.540904930577,-4481.014257647283,-4454.872291347854,-4486.5864356067505,-4475.386583702383,-4528.239888891966,-4419.694984318721,-4486.363613598203,-4512.816892989578,-4496.805179794262,-4489.086062237193,-4447.596677144987,-4448.338625566707,-4448.830497630467,-4521.465879649906,-4481.056339274916,6.1537877943e-313,2.64964086e-316,2.605171e-316,2.65042543e-316,0.0,2.651212e-316,2.60463187e-316,5.0e-324,2.06401754e-316,1.0e-323,1.0e-323,6.365987373e-314,1.5299250133533064e-308,1.391031900851485e-309,6.3659873744e-314,2.2704253e-316,0.0,2.1967625e-316,2.60392e-316,1.48539705397e-313,2.59880664e-316,2.1219957663e-314,2.121995791e-314,2.4158e-319,2.5499724e-316,3.576613379724156e-57,2.6595111e-316,2.5881131e-316,2.121995792e-314,2.66070086e-316,0.0,6.1537877943e-313,1.7777407e-316,1.7777407e-316,4.0553e-320,8.34440892864438e-309,2.1218662746e-314,8.4e-323,0.0,-3.063992069496582e278,-1.8189895917192162e-10,2.66544503e-316,1.391031900851485e-309,2.6662217e-316,2.6666367e-316,2.56406157e-316,2.66738374e-316,1.5299271353490974e-308,2.121995791e-314,1.391031900851485e-309,1.5299250133533064e-308,0.0,2.18730253e-316,8.4879876025e-314,0.0,2.63023356e-316,8.487993065e-314,0.0,1.59851185e-316,2.0e-323,5.4e-323,0.0,0.0,4.0e-323,0.0,0.0,0.0,1.3e-322,0.0,0.0,0.0,0.0,5.0e-324,0.0,0.0,5.0e-324,8.4879849385e-314,0.0,2.6336201e-316,8.4879902824e-314
