time,temp,temperror
-0.4975,0.10586425851202537,0.74943044867918
-0.4925,0.1527373388438349,0.6386186813691341
-0.4875,0.17555496884822008,0.5793325147202091
-0.4825,0.21466269050002648,0.523467982887828
-0.4775,0.23143689244076618,0.4807497484477156
-0.4725,0.23842995435596584,0.4440918690373026
-0.4675,0.24952530073240936,0.42739754460763874
-0.4625,0.2556071040104993,0.41970955031558393
-0.4575,0.24678705799996073,0.4207102501343197
-0.4525,0.23823114452438085,0.4058411783648786
-0.4475,0.22370717247491345,0.39494950418500363
-0.4425,0.20561290313744776,0.4049347601065819
-0.4375,0.18113522162565737,0.39837472429137327
-0.4325,0.14247739572947365,0.40915707452591843
-0.4275,0.11691646905621217,0.41828642798964777
-0.4225,0.121859194855688,0.4639695747825114
-0.4175,0.12803180815971127,0.4969159971465329
-0.4125,0.20177685242885143,0.5518464179216103
-0.4075,0.3000357995504991,0.5982264888469073
-0.4025,0.4364064760804018,0.6446776474212068
-0.3975,0.5752860637401226,0.6958838360997653
-0.3925,0.7205339334248692,0.7262006662049342
-0.3875,0.817053771679882,0.7440995495657312
-0.3825,0.8491693250306547,0.7497111234549164
-0.3775,0.8640621113774123,0.7248950703690377
-0.3725,0.8444656078089083,0.7008279334106916
-0.3675,0.7794103595504766,0.6654607931527565
-0.3625,0.7226833712732063,0.6344963575391259
-0.3575,0.7079423840986047,0.6263976422643216
-0.3525,0.6820159062810974,0.636870183099794
-0.3475,0.6949482408086713,0.6602251184922134
-0.3425,0.6985407942549576,0.6985273280181297
-0.3375,0.7227998530593309,0.748714062302727
-0.3325,0.7280774095712317,0.7863923446178125
-0.3275,0.7264300556206743,0.7942743605105616
-0.3225,0.7221413403440397,0.7638674847157937
-0.3175,0.7200187995744188,0.7287563676289343
-0.3125,0.7471595097122592,0.6766856917230613
-0.3075,0.803989369153997,0.6437409492729896
-0.3025,0.8951787616555262,0.6356905559608962
-0.2975,1.0071797365921857,0.6104775754270432
-0.2925,1.0977986531982091,0.5907429581899977
-0.2875,1.1952908206058057,0.5644735523277751
-0.2825,1.2952236200779088,0.5439829617774358
-0.2775,1.3830522517634931,0.5390433453610582
-0.2725,1.458854597997533,0.5178261215034881
-0.2675,1.5612089289335136,0.5154763546132279
-0.2625,1.6478835363590456,0.514993473038794
-0.2575,1.7598799949650459,0.5239045968177716
-0.2525,1.84442459518248,0.5400782341911436
-0.2475,1.9413495572040047,0.5593145825810588
-0.2425,2.039755569286166,0.5747031198415431
-0.2375,2.1120211816501144,0.5982405040052563
-0.2325,2.1743262590880565,0.5903777997087529
-0.2275,2.221581542640875,0.6025968674162259
-0.2225,2.244201328275927,0.6204230083407465
-0.2175,2.2401364451235075,0.6059903768303938
-0.2125,2.2342893500877783,0.6037075102815226
-0.2075,2.206467981833653,0.5960362249427099
-0.2025,2.1614536788413945,0.5652468031425439
-0.1975,2.149232781719575,0.5338009511956688
-0.1925,2.1072398716772134,0.5143076455168587
-0.1875,2.0772447012851236,0.47790768192524963
-0.1825,2.0357780707095032,0.44725675849812446
-0.1775,2.009219238094918,0.4257814969838742
-0.1725,1.958440530825072,0.41020712561117906
-0.1675,1.9219327870449259,0.39772834331716883
-0.1625,1.8588870287322727,0.3915692310213348
-0.1575,1.800678932006855,0.39191995994580564
-0.1525,1.7357881050543593,0.39262469217947943
-0.1475,1.6554861045750422,0.3952576791780298
-0.1425,1.5867102295913686,0.3978557544847952
-0.1375,1.5105293409852523,0.3962615991846949
-0.1325,1.4513474569709817,0.3980496565667414
-0.1275,1.4135087524271102,0.39215443671985023
-0.1225,1.379347214198096,0.386535250482292
-0.1175,1.3620955687614635,0.3806605865001214
-0.1125,1.3488773602660906,0.3777590431725352
-0.1075,1.3437378609909998,0.37454341180362916
-0.1025,1.3178230016210088,0.36812369087171204
-0.0975,1.290780292458305,0.36687098409804775
-0.0925,1.2403134929011899,0.36212843113889553
-0.0875,1.1709447161441253,0.3589587918784077
-0.0825,1.0790527039747855,0.3510541620482306
-0.0775,0.9899566244226722,0.35711039427621605
-0.0725,0.8894094437918982,0.3553321195727055
-0.0675,0.7870848731051693,0.3521358565743474
-0.0625,0.6821924671500964,0.34523696690967026
-0.0575,0.5789665247528747,0.3453139555720703
-0.0525,0.48919271962133254,0.33713796972009297
-0.0475,0.398964891897524,0.33134145501769735
-0.0425,0.3359886790882982,0.32645521716531917
-0.0375,0.2750777287303599,0.3137328832754465
-0.0325,0.2284064391478056,0.30967587097600324
-0.0275,0.18766609317580593,0.3016317963322122
-0.0225,0.13828889866627736,0.3096702699995532
-0.0175,0.08736541118728665,0.3053571613931986
-0.0125,0.02792502252224714,0.31043066152589455
-0.0075,-0.047128681652967214,0.32098220163918995
-0.0025,-0.11656531654909282,0.3310088222692314
0.0025,-0.19758933835439457,0.3479131174750255
0.0075,-0.27467089460739,0.36148196736529914
0.0125,-0.33400813971810933,0.39309299727639285
0.0175,-0.38717652899484817,0.4234726441878114
0.0225,-0.4206997154696106,0.4628810916695595
0.0275,-0.40312929643294604,0.5158662570130337
0.0325,-0.3507677891640549,0.5730040925744057
0.0375,-0.27032632204621265,0.648753354651778
0.0425,-0.14728768343633206,0.6963306132235267
0.0475,-0.008571096809395941,0.7727630124427491
0.0525,0.11075493344609076,0.8030801477657771
0.0575,0.22723557057059174,0.8178463298602567
0.0625,0.33229329255494994,0.831589724317647
0.0675,0.43668531208305456,0.8177344955456448
0.0725,0.5163914025201062,0.8241720718572849
0.0775,0.6067451313985245,0.7979815563813238
0.0825,0.6784501667436601,0.7880053448555704
0.0875,0.7406189054272968,0.7626412526367313
0.0925,0.7977816682641458,0.7176909395545692
0.0975,0.8254529165054573,0.674759301714822
0.1025,0.8645938485422892,0.6336501731976258
0.1075,0.857205099380982,0.584296056214229
0.1125,0.8699491037469095,0.5546995608452554
0.1175,0.8671616177724829,0.5120070877651194
0.1225,0.853633279275208,0.4987772902999541
0.1275,0.8344992533950463,0.47841362933209824
0.1325,0.8010338021748921,0.471268253645005
0.1375,0.7702227813542614,0.4679333199237204
0.1425,0.7212384848133337,0.44623508874521767
0.1475,0.7098604046081581,0.4509888156681138
0.1525,0.702678260650187,0.43744252526583743
0.1575,0.7195988835444581,0.4206374274897899
0.1625,0.762420084388661,0.417160200830436
0.1675,0.8097960557366014,0.4211100453137034
0.1725,0.8849282949926065,0.41631679971929597
0.1775,0.9542408546318113,0.4092333099935792
0.1825,0.9981893009199923,0.4233785047410859
0.1875,1.0336970567162787,0.4217987268230645
0.1925,1.0438947229602462,0.4308043605537337
0.1975,1.0320794379524836,0.4458203339403549
0.2025,1.0209163334580698,0.46898855950409646
0.2075,1.012874167556808,0.49340491604007464
0.2125,0.9934020965168566,0.5187128655091785
0.2175,0.996634666356216,0.5496878128526358
0.2225,1.0001425108894961,0.5844125224945952
0.2275,0.9877800289062909,0.580766197571275
0.2325,0.9952275478295423,0.6073734981401379
0.2375,0.9987691694506963,0.5816416342650158
0.2425,0.9823197091497213,0.602457450709404
0.2475,0.9514847059676003,0.5590368912449377
0.2525,0.923822888759491,0.550901983638925
0.2575,0.8742859236785959,0.49801812527243905
0.2625,0.8386281082442967,0.46477803158487135
0.2675,0.8106421450492223,0.43116454366546986
0.2725,0.7793796104074786,0.40786476530233606
