site,depth,age,d13c
1262,bulk,66.883041,3.128954822
1262,bulk,66.885014,3.23999387
1262,bulk,66.892904,3.097667551
1262,bulk,66.894877,3.026200151
1262,bulk,66.896849,2.965788992
1262,bulk,66.898822,3.092243935
1262,bulk,66.900795,3.12542043
1262,bulk,66.902767,3.029118547
1262,bulk,66.90474,3.031116738
1262,bulk,66.908685,3.10698842
1262,bulk,66.910627,3.042226573
1262,bulk,66.912506,3.027611569
1262,bulk,66.914386,3.111009883
1262,bulk,66.916265,3.022973213
1262,bulk,66.918145,2.948049325
1262,bulk,66.920024,2.921388034
1262,bulk,66.921904,2.950852935
1262,bulk,66.923783,3.039252926
1262,bulk,66.925663,3.052732487
1262,bulk,66.927542,3.059653927
1262,bulk,66.929422,2.95349959
1262,bulk,66.931301,2.991000528
1262,bulk,66.933181,2.958188533
1262,bulk,66.93506,3.053076414
1262,bulk,66.938819,3.07787197
1262,bulk,66.940699,3.094155862
1262,bulk,66.942578,2.972329841
1262,bulk,66.944458,3.030102856
1262,bulk,66.948217,3.050491772
1262,bulk,66.950096,3.093209722
1262,bulk,66.951976,3.070014844
1262,bulk,66.953855,3.10149642
1262,bulk,66.955735,2.854976565
1262,bulk,66.957614,2.987939515
1262,bulk,66.959494,3.119770442
1262,bulk,66.961373,3.064240189
1262,bulk,66.963253,2.920415921
1262,bulk,66.965133,2.934739139
1262,bulk,66.967012,2.877197432
1262,bulk,66.968892,2.962005966
1262,bulk,66.972651,2.94020335
1262,bulk,66.97453,3.117933732
1262,bulk,66.97641,3.004018035
1262,bulk,66.978289,2.966411445
1262,bulk,66.980169,2.927693001
1262,bulk,66.982048,3.048647632
1262,bulk,66.983928,2.95747949
1262,bulk,66.985807,2.837234435
1262,bulk,66.987687,2.790915781
1262,bulk,66.989566,2.881773879
1262,bulk,66.991446,2.699380084
1262,bulk,66.993325,2.797417109
1262,bulk,66.995205,2.7529335
1262,bulk,66.997084,2.949122228
1262,bulk,66.998964,2.939772031
1262,bulk,67.000843,2.952569654
1262,bulk,67.002723,2.91394486
1262,bulk,67.004602,2.922246114
1262,bulk,67.006482,2.908086552
1262,bulk,67.008361,2.977987809
1262,bulk,67.010241,2.951907399
1262,bulk,67.01212,3.120667831
1262,bulk,67.014,3.222590852
1262,bulk,67.01588,3.027770798
1262,bulk,67.017759,3.208910107
1262,bulk,67.021518,3.135356786
1262,bulk,67.023398,3.151085311
1262,bulk,67.025277,3.281816816
1262,bulk,67.027157,3.161910627
1262,bulk,67.029036,3.201650748
1262,bulk,67.030916,3.032519972
1262,bulk,67.032795,3.401087158
1262,bulk,67.034675,3.304150452
1262,bulk,67.036554,3.248594111
1262,bulk,67.038434,3.119745609
1262,bulk,67.040313,3.126838464
1262,bulk,67.042193,3.222938094
1262,bulk,67.044072,3.250508257
1262,bulk,67.045952,2.954488117
1262,bulk,67.047831,3.095994924
1262,bulk,67.049711,3.119911372
1262,bulk,67.05159,3.177054879
1262,bulk,67.05347,3.01029024
1262,bulk,67.055349,3.085268701
1262,bulk,67.057229,3.005862483
1262,bulk,67.059108,2.998042881
1262,bulk,67.060988,2.974734401
1262,bulk,67.062867,2.92038843
1262,bulk,67.064747,3.340227966
1262,bulk,67.066627,3.23874976
1262,bulk,67.068506,3.423865388
1267,bulk,64.7852963,2.018
1267,bulk,64.79068519,2.024
1267,bulk,64.79607407,2.112
1267,bulk,64.80146296,2.072
1267,bulk,64.80685185,2.01
1267,bulk,64.81224074,2.142
1267,bulk,64.81762963,2.129
1267,bulk,64.82301852,2.22
1267,bulk,64.82840741,2.167
1267,bulk,64.83494118,2.121
1267,bulk,64.84376471,2.109
1267,bulk,64.85258824,2.066
1267,bulk,64.86141176,2.05
1267,bulk,64.87023529,1.994
1267,bulk,64.87905882,
1267,bulk,64.88788235,1.861
1267,bulk,64.89670588,1.853
1267,bulk,64.90552941,1.858
1267,bulk,64.91435294,1.795
1267,bulk,64.92317647,1.635
1267,bulk,64.92905882,1.67
1267,bulk,64.92905882,1.791
1267,bulk,64.93612,1.854
1267,bulk,64.9423,1.884
1267,bulk,64.94848,1.896
1267,bulk,64.95466,2.018
1267,bulk,64.96084,2.001
1267,bulk,64.96702,2.045
1267,bulk,64.9732,2.081
1267,bulk,64.97938,2.023
1267,bulk,64.97938,2.081
1267,bulk,64.98556,2.107
1267,bulk,64.99174,1.998
1267,bulk,64.9938,2.076
1267,bulk,65.00204,2.063
1267,bulk,65.00822,2.047
1267,bulk,65.0144,2.053
1267,bulk,65.02058,2.032
1267,bulk,65.02676,2.011
1267,bulk,65.035,1.953
1267,bulk,65.0386375,2.104
1267,bulk,65.042275,2.074
1267,bulk,65.047125,2.106
1267,bulk,65.0507625,2.107
1267,bulk,65.0544,2.097
1267,bulk,65.05925,2.081
1267,bulk,65.0641,2.021
1267,bulk,65.0677375,2.137
1267,bulk,65.071375,2.146
1267,bulk,65.0750125,2.104
1267,bulk,65.07865,2.061
1267,bulk,65.0835,2.106
1267,bulk,65.08835,2.143
1267,bulk,65.0919875,2.154
1267,bulk,65.095625,2.049
1267,bulk,65.0992625,1.908
1267,bulk,65.0992625,1.819
1267,bulk,65.105325,2.04
1267,bulk,65.1089625,1.999
1267,bulk,65.1126,2.22
1267,bulk,65.1162375,2.294
1267,bulk,65.119875,2.442
1267,bulk,65.1235125,1.976
1267,bulk,65.12715,1.63
1267,bulk,65.1307875,1.622
1267,bulk,65.13458333,1.726
1267,bulk,65.13458333,1.658
1267,bulk,65.13845833,1.937
1267,bulk,65.143625,1.715
1267,bulk,65.1475,1.747
1267,bulk,65.151375,1.416
1267,bulk,65.15525,1.978
1267,bulk,65.159125,1.986
1267,bulk,65.163,1.809
1267,bulk,65.166875,1.936
1267,bulk,65.17333333,1.843
1267,bulk,65.17720833,1.831
1267,bulk,65.18108333,1.933
1267,bulk,65.18754167,1.675
1267,bulk,65.190125,1.628
1267,bulk,65.19141667,1.718
1267,bulk,65.194,1.553
1267,bulk,65.19529167,1.589
1267,bulk,65.19658333,1.506
1267,bulk,65.19916667,1.584
1267,bulk,65.20045833,1.667
1267,bulk,65.20045833,1.632
1267,bulk,65.20433333,1.792
1267,bulk,65.20820833,1.772
1267,bulk,65.21208333,1.344
1267,bulk,65.21595833,1.445
1267,bulk,65.221125,1.212
1267,bulk,65.225,1.705
1267,bulk,65.23918182,0.971
1267,bulk,65.25336364,1.727
1267,bulk,65.25336364,
1267,bulk,65.27227273,1.73
1267,bulk,65.29118182,1.061
1267,bulk,65.30536364,1.484
1267,bulk,65.330875,0.968
1267,bulk,65.330875,
1267,bulk,65.3365,0.874
1267,bulk,65.3365,
1267,bulk,65.34025,
1267,bulk,65.34025,0.922
1267,bulk,65.345875,1.478
1267,bulk,65.3515,1.33
1267,bulk,65.357125,1.503
1267,bulk,65.357125,1.299
1267,bulk,65.3665,1.561
1267,bulk,65.372125,1.526
1267,bulk,65.37775,1.561
1267,bulk,65.383375,1.532
1267,bulk,65.389,1.516
1267,bulk,65.398375,1.545
1267,bulk,65.404,1.507
1267,bulk,65.409625,1.396
1267,bulk,65.41525,1.492
1267,bulk,65.420875,1.3
1267,bulk,65.420875,1.271
1267,bulk,65.43025,0.848
1267,bulk,65.43025,
1267,bulk,65.43025,
1267,bulk,65.43025,1.391
1267,bulk,65.43025,
1267,bulk,65.43586,1.294
1267,bulk,65.43586,0.892
1267,bulk,65.43586,
1267,bulk,65.44144,1.199
1267,bulk,65.44144,1.324
1267,bulk,65.44702,1.418
1267,bulk,65.4526,1.483
1267,bulk,65.45818,1.33
1267,bulk,65.46376,1.508
1267,bulk,65.46934,1.439
1267,bulk,65.47678,1.484
1267,bulk,65.48236,1.556
1267,bulk,65.48794,1.552
1267,bulk,65.48794,1.396
1267,bulk,65.49352,1.565
1267,bulk,65.4991,1.578
1267,bulk,65.5084,1.646
1267,bulk,65.51398,1.567
1267,bulk,65.51956,1.568
1267,bulk,65.527,1.542
1267,bulk,65.53284211,1.708
1267,bulk,65.53868421,1.555
1267,bulk,65.54842105,1.596
1267,bulk,65.54842105,1.587
1267,bulk,65.55426316,1.385
1267,bulk,65.56010526,1.48
1267,bulk,65.56594737,1.228
1267,bulk,65.57178947,1.529
1267,bulk,65.57373684,1.472
1267,bulk,65.57957895,1.256
1267,bulk,65.58542105,1.197
1267,bulk,65.58736842,1.338
1267,bulk,65.59321053,1.191
1267,bulk,65.59321053,0.933
1267,bulk,65.601,1.24
1267,bulk,65.60648276,1.153
1267,bulk,65.60648276,1.389
1267,bulk,65.61927586,1.355
1267,bulk,65.62658621,1.371
1267,bulk,65.63206897,1.481
1267,bulk,65.63937931,1.472
1267,bulk,65.6412069,1.55
1267,bulk,65.64668966,1.454
1267,bulk,65.65217241,1.46
1267,bulk,65.66131034,1.342
1267,bulk,65.6667931,1.15
1267,bulk,65.67410345,0.917
1267,bulk,65.68141379,0.984
1267,bulk,65.68689655,0.797
1267,bulk,65.6942069,0.605
1267,bulk,65.6942069,
1267,bulk,65.70151724,0.804
1267,bulk,65.70151724,
1267,bulk,65.707,
1267,bulk,65.707,
1267,bulk,65.71507692,
1267,bulk,65.71507692,0.657
1267,bulk,65.71507692,0.832
1267,bulk,65.72719231,0.988
1267,bulk,65.72719231,1.064
1267,bulk,65.73930769,0.999
1267,bulk,65.73930769,1.1
1267,bulk,65.75142308,0.998
1267,bulk,65.75142308,1.075
1267,bulk,65.76757692,0.855
1267,bulk,65.76757692,0.816
1267,bulk,65.77969231,0.681
1267,bulk,65.77969231,0.393
1267,bulk,65.79180769,
1267,bulk,65.79180769,
1267,bulk,65.80392308,
1267,bulk,65.80392308,
1267,bulk,65.81394118,
1267,bulk,65.81394118,0.325
1267,bulk,65.81394118,0.32
1267,bulk,65.81394118,
1267,bulk,65.81976471,0.674
1267,bulk,65.81976471,0.741
1267,bulk,65.82752941,1.212
1267,bulk,65.82752941,1.055
1267,bulk,65.82752941,
1267,bulk,65.83335294,1.098
1267,bulk,65.83335294,1.158
1267,bulk,65.83335294,1.08
1267,bulk,65.83917647,1.028
1267,bulk,65.845,1.235
1267,bulk,65.845,1.182
1267,bulk,65.85082353,1.086
1267,bulk,65.85082353,1.196
1267,bulk,65.85664706,1.256
1267,bulk,65.85664706,1.259
1267,bulk,65.86635294,1.376
1267,bulk,65.86635294,1.363
1267,bulk,65.87217647,1.46
1267,bulk,65.878,1.413
1267,bulk,65.88576471,1.288
1267,bulk,65.88576471,1.462
1267,bulk,65.89158824,1.541
1267,bulk,65.89158824,1.545
1267,bulk,65.89741176,1.484
1267,bulk,65.89741176,1.466
1267,bulk,65.90711765,1.508
1267,bulk,65.90711765,1.575
1267,bulk,65.91245614,1.564
1267,bulk,65.91245614,1.536
1267,bulk,65.91682456,1.591
1267,bulk,65.91682456,1.636
1267,bulk,65.92119298,1.654
1267,bulk,65.92119298,1.62
1267,bulk,65.9255614,1.515
1267,bulk,65.92992982,1.547
1267,bulk,65.92992982,1.647
1267,bulk,65.93721053,1.903
1267,bulk,65.94157895,1.855
1267,bulk,65.94594737,1.961
1267,bulk,65.95031579,2.022
1267,bulk,65.95468421,1.976
1267,bulk,65.95468421,2.092
1267,bulk,65.95905263,2.184
1267,bulk,65.95905263,2.287
1267,bulk,65.96342105,2.56
1267,bulk,65.96342105,2.569
1267,bulk,65.96633333,2.732
1267,bulk,65.96633333,2.744
1267,bulk,65.96924561,2.419
1267,bulk,65.96924561,2.108
1267,bulk,65.97215789,2.685
1267,bulk,65.97215789,2.629
1267,bulk,65.97507018,2.248
1267,bulk,65.97507018,2.135
1267,bulk,65.97798246,2.058
1267,bulk,65.97798246,2.042
1267,bulk,65.98089474,2.072
1267,bulk,65.98089474,2.1
1267,bulk,65.98380702,2.117
1267,bulk,65.98380702,2.076
1267,bulk,65.9867193,2.186
1267,bulk,65.9867193,2.147
1267,bulk,65.98963158,2.249
1267,bulk,65.98963158,2.322
1267,bulk,65.99254386,1.981
1267,bulk,65.99254386,1.938
1267,bulk,65.99456,2.072
1267,bulk,65.99456,2.017
1267,bulk,65.99568,2.159
1267,bulk,65.9968,1.975
1267,bulk,65.9968,2.024
1267,bulk,65.99792,2.272
1267,bulk,65.99792,2.179
1267,bulk,65.99904,2.256
1267,bulk,65.99904,2.246
1267,bulk,66.00016,2.236
1267,bulk,66.00128,2.122
1267,bulk,66.0024,2.155
1267,bulk,66.00352,2.236
1267,bulk,66.00464,2.046
1267,bulk,66.00464,2.184
1267,bulk,66.00464,1.997
1267,bulk,66.00576,2.242
1267,bulk,66.00688,2.372
1267,bulk,66.00688,2.309
1267,bulk,66.008,2.261
1267,bulk,66.00912,2.192
1267,bulk,66.00912,2.261
1267,bulk,66.0108,2.351
1267,bulk,66.01192,2.181
1267,bulk,66.01304,2.34
1267,bulk,66.01416,2.279
1267,bulk,66.01528,2.317
1267,bulk,66.0164,2.132
1267,bulk,66.01752,2.109
1267,bulk,66.01864,2.598
1267,bulk,66.01976,2.6
1267,bulk,66.02088,2.946
1267,bulk,66.022,3.004
1267,bulk,66.02278985,3.027
1267,bulk,66.02357971,2.82
1267,bulk,66.02357971,2.629
1267,bulk,66.02397463,2.787
1267,bulk,66.02436956,2.654
1267,bulk,66.02476449,2.536
1267,bulk,66.02476449,2.567
1267,bulk,66.02515941,2.357
1267,bulk,66.02515941,2.666
1267,bulk,66.02555434,2.977
1267,bulk,66.02634419,3.274
1267,bulk,66.02713405,3.325
1267,bulk,66.02713405,3.265
1267,bulk,66.0279239,3.018
1267,bulk,66.02871376,3.224
1267,bulk,66.02950361,3.334
1267,bulk,66.03029346,3.33
1267,bulk,66.03108332,3.354
1267,bulk,66.03108332,3.299
1267,bulk,66.03187317,3.292
1267,bulk,66.03266302,3.327
1267,bulk,66.03345288,3.338
1267,bulk,66.03424273,3.292
1267,bulk,66.03503258,3.298
1267,bulk,66.03582244,3.282
1267,bulk,66.03661229,3.291
1267,bulk,66.03740214,3.329
1267,bulk,66.038192,3.175
1267,bulk,66.038192,3.251
1267,bulk,66.03898185,3.301
1267,bulk,66.0397717,3.308
1267,bulk,66.04056156,3.259
1267,bulk,66.04174634,3.135
1267,bulk,66.04253619,3.22
1267,bulk,66.04332605,3.193
1267,bulk,66.0441159,3.217
1267,bulk,66.04490575,3.194
1267,bulk,66.04569561,3.051
1267,bulk,66.04569561,3.059
1267,bulk,66.04569561,
1267,bulk,66.04648546,3.112
1267,bulk,66.04727531,3.117
1267,bulk,66.04806517,3.104
1267,bulk,66.04885502,3.12
1267,bulk,66.04964487,3.06
1267,bulk,66.05043473,3.098
1267,bulk,66.05122458,3.086
1267,bulk,66.05201443,3.104
1267,bulk,66.05359414,2.886
1267,bulk,66.05359414,3.145
1267,bulk,66.05477892,3.127
1267,bulk,66.0559637,3.115
1267,bulk,66.05714848,3.121
1267,bulk,66.05833326,3.085
1267,bulk,66.05951804,3.101
1267,bulk,66.06070282,3.051
1267,bulk,66.0618876,3.091
1267,bulk,66.06307238,3.048
1267,bulk,66.06425716,3.064
1267,bulk,66.06544195,3.06
1267,bulk,66.06544195,2.961
1267,bulk,66.06662673,3.042
1267,bulk,66.06781151,3.078
1267,bulk,66.06899629,3.054
1267,bulk,66.07018107,3.091
1267,bulk,66.07136585,3.102
1267,bulk,66.07255063,3.116
1267,bulk,66.07294555,3.062
1267,bulk,66.07373541,3.115
1267,bulk,66.07492019,3.034
1267,bulk,66.07610497,2.97
1267,bulk,66.07610497,3.128
1267,bulk,66.07728975,3.113
1267,bulk,66.07965931,3.138
1267,bulk,66.08084409,3.044
1267,bulk,66.08202887,3.034
1267,bulk,66.0824238,2.999
1267,bulk,66.08321365,2.671
1267,bulk,66.08360858,3.053
1267,bulk,66.08479336,3.066
1267,bulk,66.08597814,2.993
1267,bulk,66.08755784,2.99
1267,bulk,66.08874262,2.91
1267,bulk,66.08992741,2.939
1267,bulk,66.09111219,2.926
1267,bulk,66.09229697,2.871
1267,bulk,66.09348175,2.961
1267,bulk,66.09466653,2.896
1267,bulk,66.09599839,3.011
1267,bulk,66.09599839,2.764
1267,bulk,66.09762443,3.051
1267,bulk,66.09925046,3.108
1267,bulk,66.1008765,3.26
1267,bulk,66.10250253,3.272
1267,bulk,66.10412857,3.23
1267,bulk,66.1057546,3.201
1267,bulk,66.10738064,3.176
1267,bulk,66.10900667,3.092
1267,bulk,66.11063271,3.118
1267,bulk,66.11225874,3.051
1267,bulk,66.11225874,3.142
1267,bulk,66.11388478,2.977
1267,bulk,66.11551081,3.001
1209,bulk forams ,66.02535,1.49385571
1209,bulk forams ,66.01717391,1.538082833
1209,bulk forams ,66.01717391,1.547208781
1209,bulk forams ,66.01717391,1.608979101
1209,bulk forams ,66.00752174,1.40350234
1209,bulk forams ,65.98821739,1.373031015
1209,bulk forams ,65.9496087,1.523631806
1209,bulk forams ,65.9023913,1.354982848
1209,bulk forams ,65.87656522,1.293262477
1209,bulk forams ,65.85934783,1.267254825
1209,bulk forams ,65.84213043,1.220696087
1209,bulk forams ,65.83352174,1.281867976
1209,bulk forams ,65.80825,0.661629672
1209,bulk forams ,65.79325,1.214277978
1209,bulk forams ,65.79325,1.168080564
1209,bulk forams ,65.79325,1.299258347
1209,bulk forams ,65.78575,1.135862346
1209,bulk forams ,65.7566875,1.17668819
1209,bulk forams ,65.7323125,1.16923141
1209,bulk forams ,65.7160625,1.067787762
1209,bulk forams ,65.68587988,1.055452819
1209,bulk forams ,65.63701463,1.134701009
1209,bulk forams ,65.59621537,1.087870831
1209,bulk forams ,65.57802151,0.978639181
1209,bulk forams ,65.56892459,1.108663912
1209,bulk forams ,65.53253688,0.975903983
1209,bulk forams ,65.53253688,1.107039626
1209,bulk forams ,65.53253688,1.156200881
1209,bulk forams ,65.51285895,1.18336236
1209,bulk forams ,65.49511867,1.281221504
1209,bulk forams ,65.47146497,1.204675789
1209,bulk forams ,65.45963811,1.333893652
1209,bulk forams ,65.45372469,1.227101083
1209,bulk forams ,65.44189784,1.272710915
1209,bulk forams ,65.40921072,1.281729336
1209,bulk forams ,65.37942349,1.287643785
1209,bulk forams ,65.33474264,1.292863364
1209,bulk forams ,65.3135303,1.192437167
1209,bulk forams ,65.3135303,1.245426173
1209,bulk forams ,65.3135303,1.221943493
1209,bulk forams ,65.2945,1.072342987
1209,bulk forams ,65.28498485,1.060038383
1209,bulk forams ,65.2754697,1.0243051
1209,bulk forams ,65.26595455,1.132330294
1209,bulk forams ,65.25643939,0.972828145
1209,bulk forams ,65.24692424,1.008027847
1209,bulk forams ,65.24165576,1.052623863
1209,bulk forams ,65.23339879,1.07619756
1209,bulk forams ,65.22514182,1.05496412
1209,bulk forams ,65.18921222,1.138799663
1209,bulk forams ,65.18921222,1.206708665
1209,bulk forams ,65.18921222,1.185338373
1209,bulk forams ,65.17116333,0.770240242
1209,bulk forams ,65.15311444,1.13259315
1209,bulk forams ,65.13506556,1.277967687
1209,bulk forams ,65.12760469,1.312894936
1209,bulk forams ,65.1223101,1.269987817
1209,bulk forams ,65.10623438,1.130992646
1209,bulk forams ,65.10320313,1.536079402
1209,bulk forams ,65.10320313,1.480293269
1209,bulk forams ,65.08198438,1.25527143
1209,bulk forams ,65.04560938,1.499953861
1209,bulk forams ,65.02329545,1.608346815
1209,bulk forams ,65.00456818,1.47557723
1209,bulk forams ,65.00456818,1.47080266
1209,bulk forams ,65.00456818,1.452467914
1209,bulk forams ,64.99520455,1.496238823
1209,bulk forams ,64.97647727,1.451533194
1209,bulk forams ,64.94838636,1.404101009
1209,bulk forams ,64.86661538,1.498659844
1209,bulk forams ,64.85123077,1.448454852
1209,bulk forams ,64.83584615,1.477859254
1209,bulk forams ,64.81656818,1.371444936
1209,bulk forams ,64.79011364,1.505025859
1209,bulk forams ,64.77247727,1.555523987
1209,bulk forams ,64.75484091,1.487236733
1209,bulk forams ,64.73720455,1.581283326
1209,bulk forams ,64.72875,1.469381328
1209,bulk forams ,64.71208333,1.555469627
1209,bulk forams ,64.70375,1.534076328
1209,bulk forams ,64.68708333,1.533178563
1209,bulk forams ,64.66208333,1.502663965
1209,bulk forams ,64.65375,1.408991332
1209,bulk forams ,64.64541667,1.356415267
1209,bulk forams ,64.63708333,1.401699181
1209,bulk forams ,64.63154839,1.22120213
1209,bulk forams ,64.63154839,1.388056393
1209,bulk forams ,64.62464516,1.321156974
1209,bulk forams ,64.60393548,1.425126548
1209,bulk forams ,64.58322581,1.260552759
1209,bulk forams ,64.528,1.619449492
1209,bulk forams ,64.41867568,1.447315927
1209,bulk forams ,64.29016667,1.572643871
1209,bulk,64.09396154,2.118674804
1209,bulk,64.10414655,2.187907393
1209,bulk,64.11500862,2.163008256
1209,bulk,64.11500862,2.172238256
1209,bulk,64.12587069,2.134169119
1209,bulk,64.13673276,2.189149983
1209,bulk,64.14759483,2.105540846
1209,bulk,64.1584569,2.125321709
1209,bulk,64.16931897,2.142112572
1209,bulk,64.18018103,2.192739255
1209,bulk,64.1910431,2.235574298
1209,bulk,64.1910431,2.300114298
1209,bulk,64.20189167,2.180015161
1209,bulk,64.21259167,2.162026024
1209,bulk,64.22329167,2.119956888
1209,bulk,64.23399167,2.092977751
1209,bulk,64.24469167,2.069158614
1209,bulk,64.25539167,2.038609477
1209,bulk,64.26609167,2.036498968
1209,bulk,64.27679167,2.03455868
1209,bulk,64.28749167,2.051328393
1209,bulk,64.29819167,2.026038105
1209,bulk,64.30879054,2.014817818
1209,bulk,64.31827703,2.10478753
1209,bulk,64.32776351,2.000377243
1209,bulk,64.33725,2.009616955
1209,bulk,64.34673649,2.075436668
1209,bulk,64.35622297,1.91405638
1209,bulk,64.36570946,2.015936093
1209,bulk,64.37519595,2.040395805
1209,bulk,64.38468243,1.997775518
1209,bulk,64.39416892,2.01837523
1209,bulk,64.40365541,2.051234368
1209,bulk,64.41314189,1.99930408
1209,bulk,64.42262838,2.110663793
1209,bulk,64.44155357,2.086413505
1209,bulk,64.463625,2.101283218
1209,bulk,64.48569643,2.14772293
1209,bulk,64.50776786,2.145272643
1209,bulk,64.5288629,2.134402355
1209,bulk,64.53576613,2.223362068
1209,bulk,64.54957258,2.12326178
1209,bulk,64.55992742,2.111861493
1209,bulk,64.57028226,2.073911205
1209,bulk,64.5806371,1.962920918
1209,bulk,64.59099194,1.72153063
1209,bulk,64.60134677,1.895500343
1209,bulk,64.60479839,2.090942259
1209,bulk,64.60825,2.030130284
1209,bulk,64.61170161,2.062008308
1209,bulk,64.61515323,2.076416332
1209,bulk,64.61860484,2.056114356
1209,bulk,64.62205645,2.10267238
1209,bulk,64.62550806,2.091160404
1209,bulk,64.62895968,2.110408428
1209,bulk,64.63241129,2.135956452
1209,bulk,64.63552083,2.132104476
1209,bulk,64.63760417,2.1323625
1209,bulk,64.6396875,2.080620524
1209,bulk,64.64177083,2.196448548
1209,bulk,64.64385417,2.216006572
1209,bulk,64.6459375,2.113034596
1209,bulk,64.64802083,2.179538668
1209,bulk,64.65010417,2.066576692
1209,bulk,64.6521875,2.105344716
1209,bulk,64.65427083,2.127622741
1209,bulk,64.65635417,2.121480765
1209,bulk,64.6584375,2.165828789
1209,bulk,64.66052083,2.138166813
1209,bulk,64.66260417,2.170534837
1209,bulk,64.6646875,2.155222861
1209,bulk,64.66677083,2.158560885
1209,bulk,64.66885417,2.150458909
1209,bulk,64.6709375,2.169916933
1209,bulk,64.67302083,2.178704957
1209,bulk,64.67510417,2.119312981
1209,bulk,64.6771875,2.131691005
1209,bulk,64.67927083,2.180999029
1209,bulk,64.68135417,2.220657053
1209,bulk,64.6834375,2.215675077
1209,bulk,64.68552083,2.206203442
1209,bulk,64.68760417,2.218030816
1209,bulk,64.6896875,2.230318191
1209,bulk,64.69177083,2.209735565
1209,bulk,64.69385417,2.192942939
1209,bulk,64.6959375,2.174560314
1209,bulk,64.69802083,2.210587688
1209,bulk,64.70010417,2.200685063
1209,bulk,64.7021875,2.193882437
1209,bulk,64.70427083,2.213569812
1209,bulk,64.70635417,2.164527186
1209,bulk,64.7084375,2.198394561
1209,bulk,64.71052083,2.189176684
1209,bulk,64.71260417,2.228204058
1209,bulk,64.7146875,2.228941433
1209,bulk,64.71677083,2.244448807
1209,bulk,64.71885417,2.248186182
1209,bulk,64.7209375,2.307153556
1209,bulk,64.72302083,2.293440931
1209,bulk,64.72510417,2.282338305
1209,bulk,64.7271875,2.287165679
1209,bulk,64.72927083,2.242853054
1209,bulk,64.73135417,2.336800428
1209,bulk,64.7334375,2.230057803
1209,bulk,64.73555114,2.344255769
1209,bulk,64.73775568,2.286136923
1209,bulk,64.73996023,2.392498077
1209,bulk,64.74216477,2.339379231
1209,bulk,64.74436932,2.333200385
1209,bulk,64.74657386,2.372041538
1209,bulk,64.74877841,2.365922692
1209,bulk,64.75098295,2.259703333
1209,bulk,64.75098295,2.348252513
1209,bulk,64.7531875,2.276500647
1209,bulk,64.75539205,2.339513333
1209,bulk,64.75759659,2.287143333
1209,bulk,64.75980114,2.247303333
1209,bulk,64.75980114,2.237575047
1209,bulk,64.76200568,2.347863181
1209,bulk,64.76421023,2.375601315
1209,bulk,64.76641477,2.369329025
1209,bulk,64.76861932,2.481804784
1209,bulk,64.77082386,2.454670543
1209,bulk,64.77302841,2.384466303
1209,bulk,64.77523295,2.441602062
1209,bulk,64.7774375,2.427197822
1209,bulk,64.77964205,2.505853581
1209,bulk,64.78184659,2.43628934
1209,bulk,64.78405114,2.4341451
1209,bulk,64.78846023,2.493228137
1209,bulk,64.79066477,2.505483897
1209,bulk,64.79286932,2.453809656
1209,bulk,64.79507386,2.501865416
1209,bulk,64.79727841,2.544861175
1209,bulk,64.79948295,2.531056935
1209,bulk,64.8016875,2.522762694
1209,bulk,64.80389205,2.49161169
1209,bulk,64.80389205,2.515388453
1209,bulk,64.80609659,2.408716923
1209,bulk,64.80609659,2.415814213
1209,bulk,64.80830114,2.420109972
1209,bulk,64.81050568,2.473645732
1209,bulk,64.81271023,2.398221491
1209,bulk,64.81491477,2.42917725
1209,bulk,64.81711932,2.442812156
1209,bulk,64.81932386,2.407538769
1209,bulk,64.82152841,2.388394529
1209,bulk,64.82373295,2.397000288
1209,bulk,64.8259375,2.325629448
1209,bulk,64.82814205,2.394097389
1209,bulk,64.83034659,2.341225715
1209,bulk,64.83296154,2.346823849
1209,bulk,64.83680769,2.321831982
1209,bulk,64.84065385,2.257030116
1209,bulk,64.8445,2.290228249
1209,bulk,64.84834615,2.265646383
1209,bulk,64.85219231,2.391654516
1209,bulk,64.85603846,2.34713265
1209,bulk,64.85988462,2.33178705
1209,bulk,64.86373077,2.306405184
1209,bulk,64.86757692,2.261613318
1209,bulk,64.87142308,2.260671451
1209,bulk,64.87526923,2.286529585
1209,bulk,64.87911538,2.281317718
1209,bulk,64.88296154,2.240575852
1209,bulk,64.88680769,2.255602622
1209,bulk,64.88680769,2.204163985
1209,bulk,64.89065385,2.102582119
1209,bulk,64.8945,2.128900252
1209,bulk,64.89834615,2.107508386
1209,bulk,64.90219231,2.137606519
1209,bulk,64.90603846,2.189154653
1209,bulk,64.90988462,2.257332786
1209,bulk,64.91373077,2.24133092
1209,bulk,64.91757692,2.194789053
1209,bulk,64.92142308,2.085497187
1209,bulk,64.92526923,2.128761089
1209,bulk,64.92911538,2.130714979
1209,bulk,64.93258523,2.235628869
1209,bulk,64.93492614,2.24711276
1209,bulk,64.93726705,2.14979665
1209,bulk,64.93960795,2.16263054
1209,bulk,64.94194886,2.13133443
1209,bulk,64.94428977,2.15140832
1209,bulk,64.94663068,2.121602211
1209,bulk,64.94897159,2.112886101
1209,bulk,64.9513125,2.112539991
1209,bulk,64.95365341,2.105383881
1209,bulk,64.95599432,2.135297772
1209,bulk,64.95833523,2.126301662
1209,bulk,64.96067614,2.138705552
1209,bulk,64.96301705,2.143779442
1209,bulk,64.96535795,2.148793332
