time,temp,temperror
-0.9975,-0.09269178310658699,0.6574771051623944
-0.9925,-0.048584404942689334,0.63738859123161
-0.9875,-0.03772926685923765,0.6471493054020204
-0.9825,-0.026106615315436725,0.6576910483940014
-0.9775,-0.03860798916465808,0.7153351072307976
-0.9725,-0.03253904707103092,0.7221901356962068
-0.9675,-0.04795250506735495,0.7215003937299728
-0.9625,-0.06661665026353274,0.7465921631057689
-0.9575,-0.03821284487989778,0.7476336925164173
-0.9525,-0.01922901141816964,0.7700398204244476
-0.9475,0.04215671212690061,0.7569636036609373
-0.9425,0.10510761200753642,0.7453289874663886
-0.9375,0.16263672166797613,0.7582992388720765
-0.9325,0.21746959350606274,0.7100703774924253
-0.9275,0.23008953928791606,0.681283679060407
-0.9225,0.22611251546171893,0.6531137672822735
-0.9175,0.17647614152749042,0.6287794528404164
-0.9125,0.11884825109804234,0.6070473427361395
-0.9075,0.06799968470571242,0.6107599710803417
-0.9025,-0.0055124637058876,0.6223098270780826
-0.8975,-0.039739221218915495,0.6268045150576328
-0.8925,-0.09181875599074597,0.6513690257143353
-0.8875,-0.10841766734113319,0.6762460147681285
-0.8825,-0.09576117545386174,0.7361252163519254
-0.8775,-0.10711815026684164,0.767262016563138
-0.8725,-0.11246128477288056,0.8385936044416843
-0.8675,-0.10339561799986517,0.9471478659953497
-0.8625,-0.1360054868052616,1.0627286871480592
-0.8575,-0.19524351105598503,1.0873650299767366
-0.8525,-0.2422105809400247,1.1474978494285442
-0.8475,-0.34889515556524914,1.2562413113349176
-0.8425,-0.3783030897034949,1.194875315629338
-0.8375,-0.4090859748710669,1.1499665128131942
-0.8325,-0.45624771654949725,1.143127316368058
-0.8275,-0.47794621236648005,1.0596952703227072
-0.8225,-0.4600955930068713,0.9603269553294049
-0.8175,-0.45211219336979486,0.8995327473460876
-0.8125,-0.45284890557155777,0.8440210931330235
-0.8075,-0.4135761225857663,0.7663814762714123
-0.8025,-0.41857412708253916,0.7514353556849332
-0.7975,-0.3754095074445055,0.7249841370923253
-0.7925,-0.35645129059147207,0.6859351837767897
-0.7875,-0.3225846528790091,0.6354456590843038
-0.7825,-0.29036079906719675,0.5909899501262708
-0.7775,-0.25159910955984316,0.5270836839696739
-0.7725,-0.2076804301852954,0.5207935953093024
-0.7675,-0.153617472367533,0.49774548638302313
-0.7625,-0.09427836171691557,0.4877655432125327
-0.7575,-0.030902235846178506,0.49929790711202016
-0.7525,0.01717251980816093,0.4962221180466573
-0.7475,0.03660699390210858,0.5175133156948764
-0.7425,0.024953758693312362,0.5638052076488259
-0.7375,-0.017008570119027167,0.5761112941461053
-0.7325,-0.08353691017776581,0.6062839784093973
-0.7275,-0.15317722889339117,0.6167878555661234
-0.7225,-0.1996593747540146,0.6384930812418296
-0.7175,-0.2524277521300916,0.6381655668536722
-0.7125,-0.3004453712520907,0.6406259984731556
-0.7075,-0.3119526131177679,0.6554283205547198
-0.7025,-0.3479376503140379,0.661072730230713
-0.6975,-0.35769425060489585,0.6658512910768526
-0.6925,-0.3569593981027557,0.6543902128910796
-0.6875,-0.3473633003769202,0.6139654705171117
-0.6825,-0.3288301061171069,0.6092531141982844
-0.6775,-0.3109730329906669,0.605012084024897
-0.6725,-0.2751671703088684,0.5958793953491792
-0.6675,-0.22529903076777033,0.5669017707454337
-0.6625,-0.15798810090848628,0.5691844984700455
-0.6575,-0.10136062593850931,0.5647159365919784
-0.6525,-0.04108211895938082,0.5574676712141784
-0.6475,0.01694944550385706,0.5804856677502874
-0.6425,0.06378490392984161,0.5982570830116389
-0.6375,0.11859367100738646,0.6252130320733295
-0.6325,0.18448769298637888,0.6292097075831538
-0.6275,0.23705363799608195,0.6514819461634433
-0.6225,0.2943367847022439,0.6745116157518996
-0.6175,0.3373046409692935,0.6770418119244183
-0.6125,0.3674754367940833,0.683943041803734
-0.6075,0.36771933591377637,0.6815967655582121
-0.6025,0.36821134605440586,0.6735413017500093
-0.5975,0.3465907369533796,0.6587105970543152
-0.5925,0.3288797152099711,0.6466101950797695
-0.5875,0.314957939968557,0.6581093747907629
-0.5825,0.3011519705488515,0.6526315934123604
-0.5775,0.2971852425495219,0.6605406317658526
-0.5725,0.2810022803520811,0.6622430503262355
-0.5675,0.2494309771818779,0.668780692501044
-0.5625,0.1885651415212754,0.6997044557329283
-0.5575,0.13682921917357027,0.692844659587772
