8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 7.736235037944200e-01 6.683972770185100e-02 1.693842979366200e-02 7.148916152010000e-03 3.639985520917000e-03 1.279371737907000e-03 
8.327897607412289e-01 8.327897607412289e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 7.734950768752186e-01 6.597481539252277e-02 1.675838504247950e-02 7.090370409595773e-03 3.616805681151328e-03 1.274060073243249e-03 
8.327897607412289e-01 8.327897607412289e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 7.726812274460392e-01 6.226183438025877e-02 1.636025793374073e-02 6.972909639080455e-03 3.571941974342633e-03 1.264071946509607e-03 
8.327897607412287e-01 8.327897607412287e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 7.697469329043457e-01 5.523255799998072e-02 1.579882920337089e-02 6.807625753756560e-03 3.508832226739316e-03 1.250110397167773e-03 
8.327897607412287e-01 8.327897607412287e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 7.669966744215474e-01 5.162454895527031e-02 1.551255198128533e-02 6.722652825468182e-03 3.476320829684453e-03 1.242952562516757e-03 
8.327897607412287e-01 8.327897607412287e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 7.629552950713681e-01 4.871454115099406e-02 1.522961193766337e-02 6.638151645051237e-03 3.443945982454946e-03 1.235856910718859e-03 
8.327897607412287e-01 8.327897607412287e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 7.583023984904115e-01 4.753096276519179e-02 1.500089174182128e-02 6.569742412971521e-03 3.417766495662302e-03 1.230160846384541e-03 
8.327897607412287e-01 8.327897607412287e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 7.533047150681129e-01 4.655216192835200e-02 1.481975791217688e-02 6.515516675479242e-03 3.397058814023120e-03 1.225697903673928e-03 
8.327897607412287e-01 8.327897607412287e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 7.484697586719735e-01 4.582129464577770e-02 1.468240200069713e-02 6.474267852651582e-03 3.381324619821437e-03 1.222335657708175e-03 
8.327897607412287e-01 8.327897607412287e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 8.327897607412290e-01 7.427260341483897e-01 4.511203454505820e-02 1.454756829405240e-02 6.433678802698010e-03 3.365851614549845e-03 1.219050542627044e-03 
