time,d13cval,d13cerror
-0.9975,3.093505044973987,0.11255759050035719
-0.9925,3.0436910887870976,0.10823879460901206
-0.9875,2.9878888927986997,0.09848095912935266
-0.9825,2.9363194077757,0.08909972920064335
-0.9775,2.891276637399431,0.085980892672369
-0.9725,2.8599408214132525,0.08884215002235951
-0.9675,2.85852218282179,0.09073619425945074
-0.9625,2.8901863222617643,0.09187159087406838
-0.9575,2.9273401515391715,0.08973076052767846
-0.9525,2.946119918669968,0.08909091369269026
-0.9475,2.94560087717741,0.08978260307576788
-0.9425,2.9466961221184835,0.09473299097034892
-0.9375,2.958886880951311,0.10241792375923917
-0.9325,2.9790607911174765,0.1041067296167448
-0.9275,3.0016574127577558,0.1052959010045296
-0.9225,3.0174321087021867,0.09762133664909589
-0.9175,3.0098809102464785,0.09133765166103074
-0.9125,2.993646543385376,0.08560420798715002
-0.9075,2.980333066669248,0.08326538745724145
-0.9025,2.9748050543404774,0.08139168657245412
-0.8975,2.9850930696113873,0.0813593038709247
-0.8925,3.001743849595371,0.08399185178638202
-0.8875,3.02544035721069,0.08683505077593456
-0.8825,3.035502376519671,0.09038182623959905
-0.8775,3.0253735804435506,0.09622428752350082
-0.8725,3.0226587024762184,0.11252194067816179
-0.8675,3.043400523647688,0.13401426288927357
-0.8625,3.078921871380048,0.13839745441789492
-0.8575,3.0993062448087136,0.12254583645275115
-0.8525,3.1133104154583244,0.10856118680714145
-0.8475,3.131714671154083,0.09582010224013078
-0.8425,3.1424588708091417,0.09616819605428911
-0.8375,3.1416815169693595,0.10199108634836694
-0.8325,3.134240641491828,0.10522989516743059
-0.8275,3.12788139262399,0.11033181866227347
-0.8225,3.122637630761408,0.10983457328764828
-0.8175,3.1178154194679686,0.10627519191375821
-0.8125,3.120547118938828,0.10017823233938289
-0.8075,3.1279087765644,0.09419534011542773
-0.8025,3.112585779462602,0.09599811816429751
-0.7975,3.0765162656036273,0.09617254410267144
-0.7925,3.044512655748459,0.08808864669847156
-0.7875,3.030859215685682,0.07967697989731916
-0.7825,3.0298766215873596,0.08083438210037827
-0.7775,3.0211695356939043,0.08522056342753571
-0.7725,2.9855437234625732,0.08843443237351857
-0.7675,2.942228797389312,0.08395597338689154
-0.7625,2.9140985865801436,0.07662270244204687
-0.7575,2.9048026973817245,0.07268282213379987
-0.7525,2.8989883958889426,0.06902126943269883
-0.7475,2.882302673151206,0.06872992860392933
-0.7425,2.862021383241585,0.0674188133505203
-0.7375,2.853696360476767,0.06660704396960192
-0.7325,2.865506788386722,0.06718218844060518
-0.7275,2.885992455345638,0.06748205263304351
-0.7225,2.897292235121502,0.06768963864809346
-0.7175,2.884381167561881,0.0671873623726906
-0.7125,2.8648394770203245,0.06508249015283521
-0.7075,2.863848742929791,0.06692834616613579
-0.7025,2.878495739385881,0.06799933614567785
-0.6975,2.8955088656692802,0.06805648671597488
-0.6925,2.9042508675210352,0.06630466049078176
-0.6875,2.9184807077546786,0.06660546598521043
-0.6825,2.932150646271994,0.0662979708374915
-0.6775,2.9417191273938625,0.06624244279135766
-0.6725,2.9422860173683456,0.06721715295242513
-0.6675,2.9352622784009963,0.06629351305021851
-0.6625,2.929617703462018,0.06730455556606875
-0.6575,2.933384033153795,0.06856472312628004
-0.6525,2.943031656695003,0.07225220381613047
-0.6475,2.9373670553887146,0.07580257700879593
-0.6425,2.9161934631753916,0.07704323537973821
-0.6375,2.914737744554864,0.07835013984929733
-0.6325,2.929552264213573,0.0785747800083286
-0.6275,2.934036916241792,0.07634500970368917
-0.6225,2.9221644295420934,0.07597091502291264
-0.6175,2.905385436189943,0.07644328725863578
-0.6125,2.9063739711977883,0.08235620869150517
-0.6075,2.90172546301712,0.08779314145446991
-0.6025,2.8769631822690056,0.08827770812129422
-0.5975,2.8733192036668465,0.08861777405925156
-0.5925,2.908536030958901,0.09093587427271752
-0.5875,2.939543982194225,0.08948613806200546
-0.5825,2.943494210676034,0.08419346609836656
-0.5775,2.9348392950866993,0.08107896768266024
